ENSMUST00000178537 ENSMUSG00000095668
ENSMUST00000103285 ENSMUSG00000076484
ENSMUST00000192366 ENSMUSG00000076485
ENSMUST00000103286 ENSMUSG00000076485
ENSMUST00000082421 ENSMUSG00000064370
ENSMUST00000082419 ENSMUSG00000064368
ENSMUST00000082418 ENSMUSG00000064367
ENSMUST00000082414 ENSMUSG00000064363
ENSMUST00000084013 ENSMUSG00000065947
ENSMUST00000082411 ENSMUSG00000064360
ENSMUST00000082409 ENSMUSG00000064358
ENSMUST00000082408 ENSMUSG00000064357
ENSMUST00000082407 ENSMUSG00000064356
ENSMUST00000082405 ENSMUSG00000064354
ENSMUST00000082402 ENSMUSG00000064351
ENSMUST00000082396 ENSMUSG00000064345
ENSMUST00000082392 ENSMUSG00000064341
ENSMUST00000063263 ENSMUSG00000051777
ENSMUST00000008582 ENSMUSG00000008438
ENSMUST00000188142 ENSMUSG00000074305
ENSMUST00000061552 ENSMUSG00000074305
ENSMUST00000186735 ENSMUSG00000074305
ENSMUST00000185775 ENSMUSG00000074305
ENSMUST00000043873 ENSMUSG00000064057
ENSMUST00000076006 ENSMUSG00000064057
ENSMUST00000114640 ENSMUSG00000037683
ENSMUST00000049255 ENSMUSG00000037683
ENSMUST00000135754 ENSMUSG00000024011
ENSMUST00000114701 ENSMUSG00000024011
ENSMUST00000114699 ENSMUSG00000024011
ENSMUST00000155348 ENSMUSG00000024011
ENSMUST00000053016 ENSMUSG00000048349
ENSMUST00000139505 ENSMUSG00000048349
ENSMUST00000143480 ENSMUSG00000020381
ENSMUST00000020647 ENSMUSG00000020381
ENSMUST00000123164 ENSMUSG00000020381
ENSMUST00000105200 ENSMUSG00000094221
ENSMUST00000190647 ENSMUSG00000040867
ENSMUST00000187230 ENSMUSG00000040867
ENSMUST00000185745 ENSMUSG00000040867
ENSMUST00000175823 ENSMUSG00000092035
ENSMUST00000176204 ENSMUSG00000092035
ENSMUST00000176551 ENSMUSG00000092035
ENSMUST00000166678 ENSMUSG00000092035
ENSMUST00000098896 ENSMUSG00000074442
ENSMUST00000174433 ENSMUSG00000096294
ENSMUST00000019514 ENSMUSG00000019370
ENSMUST00000172594 ENSMUSG00000019370
ENSMUST00000173139 ENSMUSG00000019370
ENSMUST00000173557 ENSMUSG00000019370
ENSMUST00000132020 ENSMUSG00000002032
ENSMUST00000114705 ENSMUSG00000002032
ENSMUST00000002100 ENSMUSG00000002032
ENSMUST00000053008 ENSMUSG00000095629
ENSMUST00000084042 ENSMUSG00000095066
ENSMUST00000015796 ENSMUSG00000015652
ENSMUST00000169542 ENSMUSG00000015652
ENSMUST00000024699 ENSMUSG00000023906
ENSMUST00000033121 ENSMUSG00000030835
ENSMUST00000182564 ENSMUSG00000030835
ENSMUST00000182842 ENSMUSG00000030835
ENSMUST00000182531 ENSMUSG00000030835
ENSMUST00000182305 ENSMUSG00000030835
ENSMUST00000003290 ENSMUSG00000003190
ENSMUST00000128816 ENSMUSG00000003190
ENSMUST00000124235 ENSMUSG00000003190
ENSMUST00000149765 ENSMUSG00000003190
ENSMUST00000124232 ENSMUSG00000003190
ENSMUST00000152341 ENSMUSG00000003190
ENSMUST00000055070 ENSMUSG00000051687
ENSMUST00000189027 ENSMUSG00000079502
ENSMUST00000189711 ENSMUSG00000079502
ENSMUST00000190049 ENSMUSG00000079502
ENSMUST00000157048 ENSMUSG00000079502
ENSMUST00000113843 ENSMUSG00000079502
ENSMUST00000122078 ENSMUSG00000022798
ENSMUST00000130241 ENSMUSG00000022798
ENSMUST00000179206 ENSMUSG00000095163
ENSMUST00000043929 ENSMUSG00000038903
ENSMUST00000080050 ENSMUSG00000038903
ENSMUST00000151773 ENSMUSG00000038903
ENSMUST00000135428 ENSMUSG00000038903
ENSMUST00000136348 ENSMUSG00000036959
ENSMUST00000156703 ENSMUSG00000036959
ENSMUST00000037596 ENSMUSG00000036959
ENSMUST00000156042 ENSMUSG00000036959
ENSMUST00000114972 ENSMUSG00000036959
ENSMUST00000142160 ENSMUSG00000036959
ENSMUST00000043058 ENSMUSG00000058207
ENSMUST00000167326 ENSMUSG00000092148
ENSMUST00000136573 ENSMUSG00000047824
ENSMUST00000060061 ENSMUSG00000047824
ENSMUST00000146037 ENSMUSG00000047824
ENSMUST00000133680 ENSMUSG00000047824
ENSMUST00000107413 ENSMUSG00000047824
ENSMUST00000125830 ENSMUSG00000047824
ENSMUST00000002683 ENSMUSG00000002608
ENSMUST00000134201 ENSMUSG00000002608
ENSMUST00000154143 ENSMUSG00000002608
ENSMUST00000125699 ENSMUSG00000002608
ENSMUST00000129519 ENSMUSG00000002608
ENSMUST00000156365 ENSMUSG00000002608
ENSMUST00000137046 ENSMUSG00000002608
ENSMUST00000129429 ENSMUSG00000002608
ENSMUST00000140847 ENSMUSG00000002608
ENSMUST00000072972 ENSMUSG00000099917
ENSMUST00000044155 ENSMUSG00000032020
ENSMUST00000151485 ENSMUSG00000032020
ENSMUST00000124819 ENSMUSG00000032020
ENSMUST00000136530 ENSMUSG00000032020
ENSMUST00000129906 ENSMUSG00000032020
ENSMUST00000132996 ENSMUSG00000032020
ENSMUST00000117550 ENSMUSG00000070873
ENSMUST00000156665 ENSMUSG00000045761
ENSMUST00000122869 ENSMUSG00000045761
ENSMUST00000153445 ENSMUSG00000045761
ENSMUST00000144479 ENSMUSG00000045761
ENSMUST00000129072 ENSMUSG00000045761
ENSMUST00000097284 ENSMUSG00000045761
ENSMUST00000028068 ENSMUSG00000026735
ENSMUST00000189557 ENSMUSG00000079162
ENSMUST00000167113 ENSMUSG00000079162
ENSMUST00000159993 ENSMUSG00000079022
ENSMUST00000160513 ENSMUSG00000079022
ENSMUST00000162081 ENSMUSG00000079022
ENSMUST00000159410 ENSMUSG00000079022
ENSMUST00000171127 ENSMUSG00000069270
ENSMUST00000066149 ENSMUSG00000103897
ENSMUST00000080253 ENSMUSG00000057799
ENSMUST00000144177 ENSMUSG00000025911
ENSMUST00000027044 ENSMUSG00000025911
ENSMUST00000130927 ENSMUSG00000025911
ENSMUST00000186467 ENSMUSG00000025911
ENSMUST00000190654 ENSMUSG00000025911
ENSMUST00000090867 ENSMUSG00000068889
ENSMUST00000149347 ENSMUSG00000047733
ENSMUST00000143303 ENSMUSG00000047733
ENSMUST00000167464 ENSMUSG00000091656
ENSMUST00000027217 ENSMUSG00000026051
ENSMUST00000165255 ENSMUSG00000091539
ENSMUST00000101015 ENSMUSG00000079424
ENSMUST00000160090 ENSMUSG00000079424
ENSMUST00000160045 ENSMUSG00000079424
ENSMUST00000161225 ENSMUSG00000079424
ENSMUST00000185432 ENSMUSG00000079424
ENSMUST00000108436 ENSMUSG00000074282
ENSMUST00000032673 ENSMUSG00000074282
ENSMUST00000146817 ENSMUSG00000074282
ENSMUST00000137781 ENSMUSG00000074282
ENSMUST00000126580 ENSMUSG00000074282
ENSMUST00000154309 ENSMUSG00000074282
ENSMUST00000025981 ENSMUSG00000025008
ENSMUST00000135795 ENSMUSG00000025008
ENSMUST00000132452 ENSMUSG00000025008
ENSMUST00000144566 ENSMUSG00000025008
ENSMUST00000094491 ENSMUSG00000072049
ENSMUST00000162374 ENSMUSG00000100621
ENSMUST00000159029 ENSMUSG00000067613
ENSMUST00000023718 ENSMUSG00000067613
ENSMUST00000182827 ENSMUSG00000061544
ENSMUST00000182334 ENSMUSG00000061544
ENSMUST00000182923 ENSMUSG00000061544
ENSMUST00000183192 ENSMUSG00000061544
ENSMUST00000182603 ENSMUSG00000061544
ENSMUST00000065871 ENSMUSG00000061544
ENSMUST00000076759 ENSMUSG00000061150
ENSMUST00000110082 ENSMUSG00000001175
ENSMUST00000001204 ENSMUSG00000001175
ENSMUST00000153524 ENSMUSG00000001175
ENSMUST00000127300 ENSMUSG00000001175
ENSMUST00000056558 ENSMUSG00000050919
ENSMUST00000077800 ENSMUSG00000062878
ENSMUST00000178181 ENSMUSG00000096122
ENSMUST00000161976 ENSMUSG00000022346
ENSMUST00000022971 ENSMUSG00000022346
ENSMUST00000159327 ENSMUSG00000022346
ENSMUST00000167731 ENSMUSG00000022346
ENSMUST00000159338 ENSMUSG00000022346
ENSMUST00000160009 ENSMUSG00000022346
ENSMUST00000188482 ENSMUSG00000022346
ENSMUST00000191178 ENSMUSG00000022346
ENSMUST00000059466 ENSMUSG00000046615
ENSMUST00000040314 ENSMUSG00000037197
ENSMUST00000125808 ENSMUSG00000037197
ENSMUST00000150369 ENSMUSG00000037197
ENSMUST00000131036 ENSMUSG00000037197
ENSMUST00000195047 ENSMUSG00000037197
ENSMUST00000156469 ENSMUSG00000037197
ENSMUST00000057076 ENSMUSG00000047390
ENSMUST00000128199 ENSMUSG00000035829
ENSMUST00000150362 ENSMUSG00000035829
ENSMUST00000154081 ENSMUSG00000035829
ENSMUST00000040324 ENSMUSG00000035829
ENSMUST00000189694 ENSMUSG00000035829
ENSMUST00000167253 ENSMUSG00000094149
ENSMUST00000020444 ENSMUSG00000020224
ENSMUST00000130198 ENSMUSG00000020224
ENSMUST00000107319 ENSMUSG00000096333
ENSMUST00000107318 ENSMUSG00000096333
ENSMUST00000178209 ENSMUSG00000096283
ENSMUST00000159832 ENSMUSG00000024797
ENSMUST00000161634 ENSMUSG00000024797
ENSMUST00000160324 ENSMUSG00000024797
ENSMUST00000159475 ENSMUSG00000024797
ENSMUST00000161222 ENSMUSG00000024797
ENSMUST00000159869 ENSMUSG00000024797
ENSMUST00000159211 ENSMUSG00000024797
ENSMUST00000160519 ENSMUSG00000024797
ENSMUST00000160233 ENSMUSG00000024797
ENSMUST00000160590 ENSMUSG00000024797
ENSMUST00000025711 ENSMUSG00000024797
ENSMUST00000160527 ENSMUSG00000074491
ENSMUST00000062037 ENSMUSG00000074491
ENSMUST00000159612 ENSMUSG00000074491
ENSMUST00000058040 ENSMUSG00000074491
ENSMUST00000024650 ENSMUSG00000023873
ENSMUST00000151609 ENSMUSG00000023873
ENSMUST00000136954 ENSMUSG00000023873
ENSMUST00000086787 ENSMUSG00000055602
ENSMUST00000116666 ENSMUSG00000055602
ENSMUST00000163227 ENSMUSG00000055602
ENSMUST00000107468 ENSMUSG00000066152
ENSMUST00000084530 ENSMUSG00000066152
ENSMUST00000107467 ENSMUSG00000066152
ENSMUST00000034521 ENSMUSG00000032023
ENSMUST00000162122 ENSMUSG00000032023
ENSMUST00000160120 ENSMUSG00000032023
ENSMUST00000101205 ENSMUSG00000031273
ENSMUST00000137051 ENSMUSG00000031273
ENSMUST00000151459 ENSMUSG00000031273
ENSMUST00000091006 ENSMUSG00000068950
ENSMUST00000148989 ENSMUSG00000062210
ENSMUST00000087655 ENSMUSG00000062210
ENSMUST00000179937 ENSMUSG00000062210
ENSMUST00000153545 ENSMUSG00000062210
ENSMUST00000126666 ENSMUSG00000062210
ENSMUST00000145726 ENSMUSG00000062210
ENSMUST00000124175 ENSMUSG00000062210
ENSMUST00000128377 ENSMUSG00000062210
ENSMUST00000155403 ENSMUSG00000062210
ENSMUST00000134348 ENSMUSG00000062210
ENSMUST00000153873 ENSMUSG00000062210
ENSMUST00000148159 ENSMUSG00000062210
ENSMUST00000180305 ENSMUSG00000062210
ENSMUST00000043396 ENSMUSG00000037169
ENSMUST00000130990 ENSMUSG00000037169
ENSMUST00000151534 ENSMUSG00000037169
ENSMUST00000132298 ENSMUSG00000093485
ENSMUST00000190826 ENSMUSG00000063522
ENSMUST00000077004 ENSMUSG00000063522
ENSMUST00000121863 ENSMUSG00000038181
ENSMUST00000088295 ENSMUSG00000038181
ENSMUST00000051129 ENSMUSG00000046807
ENSMUST00000129918 ENSMUSG00000063929
ENSMUST00000084342 ENSMUSG00000063929
ENSMUST00000061699 ENSMUSG00000050108
ENSMUST00000105304 ENSMUSG00000050108
ENSMUST00000090269 ENSMUSG00000068614
ENSMUST00000149125 ENSMUSG00000068614
ENSMUST00000026886 ENSMUSG00000025780
ENSMUST00000048687 ENSMUSG00000042712
ENSMUST00000113115 ENSMUSG00000042712
ENSMUST00000114050 ENSMUSG00000079523
ENSMUST00000114049 ENSMUSG00000079523
ENSMUST00000114048 ENSMUSG00000079523
ENSMUST00000144337 ENSMUSG00000079523
ENSMUST00000040914 ENSMUSG00000036181
ENSMUST00000023807 ENSMUSG00000023046
ENSMUST00000189749 ENSMUSG00000101337
ENSMUST00000189339 ENSMUSG00000101337
ENSMUST00000191499 ENSMUSG00000101337
ENSMUST00000187094 ENSMUSG00000101337
ENSMUST00000178395 ENSMUSG00000101337
ENSMUST00000098174 ENSMUSG00000073926
ENSMUST00000071437 ENSMUSG00000094464
ENSMUST00000104983 ENSMUSG00000078184
ENSMUST00000052281 ENSMUSG00000043439
ENSMUST00000150897 ENSMUSG00000061356
ENSMUST00000079469 ENSMUSG00000061356
ENSMUST00000084949 ENSMUSG00000066324
ENSMUST00000188244 ENSMUSG00000100667
ENSMUST00000060500 ENSMUSG00000050192
ENSMUST00000098571 ENSMUSG00000074203
ENSMUST00000088260 ENSMUSG00000067704
ENSMUST00000151623 ENSMUSG00000019872
ENSMUST00000020022 ENSMUSG00000019872
ENSMUST00000125076 ENSMUSG00000019872
ENSMUST00000105667 ENSMUSG00000078491
ENSMUST00000121995 ENSMUSG00000081512
ENSMUST00000031899 ENSMUSG00000029866
ENSMUST00000194597 ENSMUSG00000029866
ENSMUST00000141502 ENSMUSG00000029866
ENSMUST00000192118 ENSMUSG00000029866
ENSMUST00000153760 ENSMUSG00000029866
ENSMUST00000054308 ENSMUSG00000035293
ENSMUST00000119211 ENSMUSG00000035293
ENSMUST00000121521 ENSMUSG00000035293
ENSMUST00000144767 ENSMUSG00000035293
ENSMUST00000152236 ENSMUSG00000035293
ENSMUST00000086361 ENSMUSG00000057191
ENSMUST00000173769 ENSMUSG00000057191
ENSMUST00000076326 ENSMUSG00000057191
ENSMUST00000170931 ENSMUSG00000095064
ENSMUST00000062824 ENSMUSG00000048772
ENSMUST00000106434 ENSMUSG00000048772
ENSMUST00000106433 ENSMUSG00000048772
ENSMUST00000145836 ENSMUSG00000048772
ENSMUST00000125943 ENSMUSG00000048772
ENSMUST00000154449 ENSMUSG00000048772
ENSMUST00000094312 ENSMUSG00000070509
ENSMUST00000119206 ENSMUSG00000070509
ENSMUST00000128471 ENSMUSG00000070509
ENSMUST00000139780 ENSMUSG00000070509
ENSMUST00000032824 ENSMUSG00000030603
ENSMUST00000138512 ENSMUSG00000030603
ENSMUST00000135482 ENSMUSG00000030603
ENSMUST00000134486 ENSMUSG00000030603
ENSMUST00000140053 ENSMUSG00000030603
ENSMUST00000126528 ENSMUSG00000030603
ENSMUST00000167294 ENSMUSG00000051648
ENSMUST00000063071 ENSMUSG00000051648
ENSMUST00000168196 ENSMUSG00000051648
ENSMUST00000168888 ENSMUSG00000051648
ENSMUST00000030400 ENSMUSG00000028647
ENSMUST00000106202 ENSMUSG00000028647
ENSMUST00000147340 ENSMUSG00000028647
ENSMUST00000137685 ENSMUSG00000028647
ENSMUST00000007212 ENSMUSG00000006998
ENSMUST00000172207 ENSMUSG00000006998
ENSMUST00000169195 ENSMUSG00000006998
ENSMUST00000167869 ENSMUSG00000006998
ENSMUST00000166071 ENSMUSG00000006998
ENSMUST00000169184 ENSMUSG00000006998
ENSMUST00000074148 ENSMUSG00000059645
ENSMUST00000182880 ENSMUSG00000066677
ENSMUST00000085876 ENSMUSG00000066677
ENSMUST00000169857 ENSMUSG00000066677
ENSMUST00000084628 ENSMUSG00000046321
ENSMUST00000135043 ENSMUSG00000028020
ENSMUST00000029654 ENSMUSG00000028020
ENSMUST00000194085 ENSMUSG00000028020
ENSMUST00000107743 ENSMUSG00000028020
ENSMUST00000193031 ENSMUSG00000028020
ENSMUST00000132330 ENSMUSG00000028020
ENSMUST00000053287 ENSMUSG00000051306
ENSMUST00000141225 ENSMUSG00000051306
ENSMUST00000141396 ENSMUSG00000051306
ENSMUST00000155408 ENSMUSG00000051306
ENSMUST00000129606 ENSMUSG00000051306
ENSMUST00000099785 ENSMUSG00000075092
ENSMUST00000102853 ENSMUSG00000047363
ENSMUST00000129719 ENSMUSG00000047363
ENSMUST00000168561 ENSMUSG00000087230
ENSMUST00000146112 ENSMUSG00000087230
ENSMUST00000133030 ENSMUSG00000087230
ENSMUST00000166708 ENSMUSG00000087230
ENSMUST00000178121 ENSMUSG00000095850
ENSMUST00000021968 ENSMUSG00000021506
ENSMUST00000173618 ENSMUSG00000021506
ENSMUST00000098195 ENSMUSG00000073943
ENSMUST00000190218 ENSMUSG00000073943
ENSMUST00000090708 ENSMUSG00000068815
ENSMUST00000109241 ENSMUSG00000042364
ENSMUST00000179916 ENSMUSG00000095034
ENSMUST00000037682 ENSMUSG00000037393
ENSMUST00000030895 ENSMUSG00000029029
ENSMUST00000142665 ENSMUSG00000029029
ENSMUST00000146734 ENSMUSG00000029029
ENSMUST00000132562 ENSMUSG00000029029
ENSMUST00000045493 ENSMUSG00000039962
ENSMUST00000174018 ENSMUSG00000056755
ENSMUST00000071076 ENSMUSG00000056755
ENSMUST00000172951 ENSMUSG00000056755
ENSMUST00000173001 ENSMUSG00000056755
ENSMUST00000174310 ENSMUSG00000056755
ENSMUST00000084677 ENSMUSG00000096256
ENSMUST00000021459 ENSMUSG00000021062
ENSMUST00000154765 ENSMUSG00000021062
ENSMUST00000141622 ENSMUSG00000021062
ENSMUST00000118604 ENSMUSG00000021062
ENSMUST00000121716 ENSMUSG00000021062
ENSMUST00000122419 ENSMUSG00000021062
ENSMUST00000134124 ENSMUSG00000021062
ENSMUST00000143863 ENSMUSG00000021062
ENSMUST00000067597 ENSMUSG00000054497
ENSMUST00000099678 ENSMUSG00000075012
ENSMUST00000195574 ENSMUSG00000102388
ENSMUST00000195504 ENSMUSG00000102388
ENSMUST00000193593 ENSMUSG00000102388
ENSMUST00000193313 ENSMUSG00000102388
ENSMUST00000194063 ENSMUSG00000102388
ENSMUST00000071932 ENSMUSG00000095765
ENSMUST00000096511 ENSMUSG00000095316
ENSMUST00000109552 ENSMUSG00000021549
ENSMUST00000146792 ENSMUSG00000021549
ENSMUST00000142285 ENSMUSG00000021549
ENSMUST00000148014 ENSMUSG00000021549
ENSMUST00000149799 ENSMUSG00000021549
ENSMUST00000152466 ENSMUSG00000021549
ENSMUST00000141879 ENSMUSG00000021549
ENSMUST00000153231 ENSMUSG00000021549
ENSMUST00000132711 ENSMUSG00000021549
ENSMUST00000049185 ENSMUSG00000033126
ENSMUST00000169125 ENSMUSG00000091764
ENSMUST00000113027 ENSMUSG00000031438
ENSMUST00000113026 ENSMUSG00000031438
ENSMUST00000113029 ENSMUSG00000031438
ENSMUST00000071378 ENSMUSG00000100079
ENSMUST00000037813 ENSMUSG00000040009
ENSMUST00000159991 ENSMUSG00000040009
ENSMUST00000160421 ENSMUSG00000040009
ENSMUST00000179544 ENSMUSG00000094962
ENSMUST00000163325 ENSMUSG00000090539
ENSMUST00000177973 ENSMUSG00000090539
ENSMUST00000074499 ENSMUSG00000095236
ENSMUST00000091905 ENSMUSG00000069379
ENSMUST00000053612 ENSMUSG00000043939
ENSMUST00000027764 ENSMUSG00000043939
ENSMUST00000117638 ENSMUSG00000062518
ENSMUST00000081891 ENSMUSG00000060397
ENSMUST00000144578 ENSMUSG00000060397
ENSMUST00000020655 ENSMUSG00000020387
ENSMUST00000109090 ENSMUSG00000020387
ENSMUST00000151277 ENSMUSG00000020387
ENSMUST00000109091 ENSMUSG00000020387
ENSMUST00000029259 ENSMUSG00000027709
ENSMUST00000118527 ENSMUSG00000029650
ENSMUST00000031655 ENSMUSG00000029650
ENSMUST00000138244 ENSMUSG00000029650
ENSMUST00000152064 ENSMUSG00000029650
ENSMUST00000098211 ENSMUSG00000073960
ENSMUST00000090707 ENSMUSG00000068814
ENSMUST00000060574 ENSMUSG00000047228
ENSMUST00000026479 ENSMUSG00000025410
ENSMUST00000025679 ENSMUSG00000024767
ENSMUST00000123594 ENSMUSG00000024767
ENSMUST00000127241 ENSMUSG00000024767
ENSMUST00000142085 ENSMUSG00000024767
ENSMUST00000123743 ENSMUSG00000024767
ENSMUST00000043172 ENSMUSG00000001288
ENSMUST00000063339 ENSMUSG00000001288
ENSMUST00000135466 ENSMUSG00000001288
ENSMUST00000130204 ENSMUSG00000001288
ENSMUST00000124224 ENSMUSG00000001288
ENSMUST00000155563 ENSMUSG00000001288
ENSMUST00000097425 ENSMUSG00000071984
ENSMUST00000097424 ENSMUSG00000071984
ENSMUST00000114579 ENSMUSG00000071984
ENSMUST00000167580 ENSMUSG00000071984
ENSMUST00000169126 ENSMUSG00000071984
ENSMUST00000026661 ENSMUSG00000025574
ENSMUST00000141939 ENSMUSG00000025574
ENSMUST00000153872 ENSMUSG00000025574
ENSMUST00000154790 ENSMUSG00000025574
ENSMUST00000153298 ENSMUSG00000025574
ENSMUST00000129852 ENSMUSG00000025574
ENSMUST00000150027 ENSMUSG00000025574
ENSMUST00000163898 ENSMUSG00000036256
ENSMUST00000046746 ENSMUSG00000036256
ENSMUST00000051004 ENSMUSG00000043911
ENSMUST00000015486 ENSMUSG00000015342
ENSMUST00000115366 ENSMUSG00000024597
ENSMUST00000036340 ENSMUSG00000034023
ENSMUST00000143535 ENSMUSG00000034023
ENSMUST00000101051 ENSMUSG00000034023
ENSMUST00000142453 ENSMUSG00000034023
ENSMUST00000123738 ENSMUSG00000034023
ENSMUST00000129462 ENSMUSG00000034023
ENSMUST00000124262 ENSMUSG00000034023
ENSMUST00000098496 ENSMUSG00000078161
ENSMUST00000051862 ENSMUSG00000078161
ENSMUST00000192912 ENSMUSG00000078161
ENSMUST00000189969 ENSMUSG00000078161
ENSMUST00000069637 ENSMUSG00000055917
ENSMUST00000069692 ENSMUSG00000055917
ENSMUST00000005064 ENSMUSG00000004934
ENSMUST00000134017 ENSMUSG00000004934
ENSMUST00000147436 ENSMUSG00000004934
ENSMUST00000146764 ENSMUSG00000004934
ENSMUST00000135765 ENSMUSG00000004934
ENSMUST00000129549 ENSMUSG00000004934
ENSMUST00000047749 ENSMUSG00000036934
ENSMUST00000036456 ENSMUSG00000021572
ENSMUST00000097530 ENSMUSG00000024561
ENSMUST00000178952 ENSMUSG00000094203
ENSMUST00000045477 ENSMUSG00000039954
ENSMUST00000161211 ENSMUSG00000002679
ENSMUST00000161598 ENSMUSG00000002679
ENSMUST00000160739 ENSMUSG00000002679
ENSMUST00000161902 ENSMUSG00000002679
ENSMUST00000159187 ENSMUSG00000002679
ENSMUST00000002756 ENSMUSG00000002679
ENSMUST00000115995 ENSMUSG00000024664
ENSMUST00000039680 ENSMUSG00000037997
ENSMUST00000112191 ENSMUSG00000037997
ENSMUST00000112193 ENSMUSG00000037997
ENSMUST00000112195 ENSMUSG00000037997
ENSMUST00000128470 ENSMUSG00000037997
ENSMUST00000125364 ENSMUSG00000037997
ENSMUST00000136945 ENSMUSG00000037997
ENSMUST00000134018 ENSMUSG00000037997
ENSMUST00000144115 ENSMUSG00000037997
ENSMUST00000145768 ENSMUSG00000090129
ENSMUST00000141911 ENSMUSG00000090129
ENSMUST00000155603 ENSMUSG00000090129
ENSMUST00000132068 ENSMUSG00000090129
ENSMUST00000170618 ENSMUSG00000090129
ENSMUST00000005185 ENSMUSG00000005054
ENSMUST00000168326 ENSMUSG00000095383
ENSMUST00000089305 ENSMUSG00000068182
ENSMUST00000051572 ENSMUSG00000045954
ENSMUST00000055662 ENSMUSG00000045776
ENSMUST00000100453 ENSMUSG00000075553
ENSMUST00000106128 ENSMUSG00000028184
ENSMUST00000168352 ENSMUSG00000028184
ENSMUST00000098518 ENSMUSG00000028184
ENSMUST00000031390 ENSMUSG00000029436
ENSMUST00000177802 ENSMUSG00000029436
ENSMUST00000023550 ENSMUSG00000022844
ENSMUST00000171322 ENSMUSG00000091318
ENSMUST00000095595 ENSMUSG00000023902
ENSMUST00000115509 ENSMUSG00000023902
ENSMUST00000120967 ENSMUSG00000023902
ENSMUST00000148062 ENSMUSG00000023902
ENSMUST00000129227 ENSMUSG00000023902
ENSMUST00000123866 ENSMUSG00000023902
ENSMUST00000125912 ENSMUSG00000023902
ENSMUST00000117606 ENSMUSG00000023902
ENSMUST00000122285 ENSMUSG00000023902
ENSMUST00000118369 ENSMUSG00000023902
ENSMUST00000138487 ENSMUSG00000023902
ENSMUST00000133749 ENSMUSG00000023902
ENSMUST00000027706 ENSMUSG00000026443
ENSMUST00000159088 ENSMUSG00000026443
ENSMUST00000179973 ENSMUSG00000094564
ENSMUST00000059199 ENSMUSG00000045757
ENSMUST00000139118 ENSMUSG00000045757
ENSMUST00000064393 ENSMUSG00000024785
ENSMUST00000031201 ENSMUSG00000029272
ENSMUST00000024757 ENSMUSG00000023961
ENSMUST00000143137 ENSMUSG00000023961
ENSMUST00000099726 ENSMUSG00000075045
ENSMUST00000039718 ENSMUSG00000042774
ENSMUST00000174558 ENSMUSG00000092225
ENSMUST00000099888 ENSMUSG00000075184
ENSMUST00000119965 ENSMUSG00000080933
ENSMUST00000053594 ENSMUSG00000045867
ENSMUST00000023867 ENSMUSG00000023104
ENSMUST00000046404 ENSMUSG00000041712
ENSMUST00000179069 ENSMUSG00000094361
ENSMUST00000051377 ENSMUSG00000043671
ENSMUST00000143590 ENSMUSG00000043671
ENSMUST00000150862 ENSMUSG00000043671
ENSMUST00000144416 ENSMUSG00000043671
ENSMUST00000127782 ENSMUSG00000043671
ENSMUST00000155451 ENSMUSG00000043671
ENSMUST00000155993 ENSMUSG00000043671
ENSMUST00000124116 ENSMUSG00000043671
ENSMUST00000149011 ENSMUSG00000048012
ENSMUST00000060270 ENSMUSG00000048012
ENSMUST00000120798 ENSMUSG00000048012
ENSMUST00000120074 ENSMUSG00000048012
ENSMUST00000118162 ENSMUSG00000048012
ENSMUST00000140599 ENSMUSG00000048012
ENSMUST00000126366 ENSMUSG00000048012
ENSMUST00000023761 ENSMUSG00000023020
ENSMUST00000052458 ENSMUSG00000028584
ENSMUST00000077500 ENSMUSG00000060268
ENSMUST00000130660 ENSMUSG00000060268
ENSMUST00000165128 ENSMUSG00000060268
ENSMUST00000022325 ENSMUSG00000021797
ENSMUST00000055221 ENSMUSG00000050138
ENSMUST00000189314 ENSMUSG00000048191
ENSMUST00000190907 ENSMUSG00000048191
ENSMUST00000062451 ENSMUSG00000048191
ENSMUST00000189061 ENSMUSG00000026358
ENSMUST00000170870 ENSMUSG00000026358
ENSMUST00000167317 ENSMUSG00000026358
ENSMUST00000172388 ENSMUSG00000026358
